event-id,visible,timestamp,location-long,location-lat,bas:fix-type,bas:transition-1,bas:transition-2,gls:light-level,migration-stage,tag-tech-spec,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
2233484246,True,2011-06-29 20:30:00.000,-5.873595264,45.95511625,2.0,29/06/2011 20:30,30/06/2011 04:24,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484247,True,2011-06-30 04:24:00.000,-4.099040588,44.33697979,1.0,30/06/2011 04:24,30/06/2011 20:16,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484248,True,2011-06-30 20:16:00.000,-3.94942425,44.5219456,2.0,30/06/2011 20:16,01/07/2011 04:23,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484249,True,2011-07-01 04:23:00.000,-5.54991049,46.05515503,1.0,01/07/2011 04:23,01/07/2011 20:29,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484250,True,2011-07-01 20:29:00.000,-5.400809957,46.23325809,2.0,01/07/2011 20:29,02/07/2011 04:22,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484251,True,2011-07-02 04:22:00.000,-5.25208073,46.14776496,1.0,02/07/2011 04:22,02/07/2011 20:28,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484252,True,2011-07-02 20:28:00.000,-5.853443678,45.64993211,2.0,02/07/2011 20:28,03/07/2011 04:27,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484253,True,2011-07-03 04:27:00.000,-3.70555815,43.62410596,1.0,03/07/2011 04:27,03/07/2011 20:11,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484254,True,2011-07-03 20:11:00.000,-3.182671712,44.20194039,2.0,03/07/2011 20:11,04/07/2011 04:23,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484255,True,2011-07-04 04:23:00.000,-5.5348495,46.47214811,1.0,04/07/2011 04:23,04/07/2011 20:30,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484256,True,2011-07-04 20:30:00.000,-6.637408997,45.52247,2.0,04/07/2011 20:30,05/07/2011 04:32,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484257,True,2011-07-05 04:32:00.000,-6.615564246,45.56334966,1.0,05/07/2011 04:32,05/07/2011 20:30,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484258,True,2011-07-05 20:30:00.000,-6.593954969,45.64647806,2.0,05/07/2011 20:30,06/07/2011 04:32,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484259,True,2011-07-06 04:32:00.000,-3.573173254,42.68191067,1.0,06/07/2011 04:32,06/07/2011 20:06,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484260,True,2011-07-06 20:06:00.000,-4.177223332,42.09320301,2.0,06/07/2011 20:06,07/07/2011 04:37,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484261,True,2011-07-07 04:37:00.000,-5.531686861,43.61208174,1.0,07/07/2011 04:37,07/07/2011 20:17,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484262,True,2011-07-07 20:17:00.000,-4.886649226,44.34314076,2.0,07/07/2011 20:17,08/07/2011 04:32,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484263,True,2011-07-08 04:32:00.000,-3.492213175,42.96845401,1.0,08/07/2011 04:32,08/07/2011 20:06,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484264,True,2011-07-08 20:06:00.000,-4.097847248,42.38704875,2.0,08/07/2011 20:06,09/07/2011 04:37,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484265,True,2011-07-09 04:37:00.000,-5.953900231,44.4298926,1.0,09/07/2011 04:37,09/07/2011 20:21,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484266,True,2011-07-09 20:21:00.000,-4.810560842,45.63977991,2.0,09/07/2011 20:21,10/07/2011 04:28,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484267,True,2011-07-10 04:28:00.000,-4.667694648,45.58610014,1.0,10/07/2011 04:28,10/07/2011 20:20,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484268,True,2011-07-10 20:20:00.000,-4.650118307,45.68894077,2.0,10/07/2011 20:20,11/07/2011 04:28,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484269,True,2011-07-11 04:28:00.000,-4.008200772,45.14761825,1.0,11/07/2011 04:28,11/07/2011 20:15,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484270,True,2011-07-11 20:15:00.000,-5.116438683,44.1070092,2.0,11/07/2011 20:15,12/07/2011 04:37,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484271,True,2011-07-12 04:37:00.000,-5.600354569,44.70227061,1.0,12/07/2011 04:37,12/07/2011 20:19,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484272,True,2011-07-12 20:19:00.000,-6.334584575,44.03322309,2.0,12/07/2011 20:19,13/07/2011 04:43,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484273,True,2011-07-13 04:43:00.000,-4.694647302,42.32609792,1.0,13/07/2011 04:43,13/07/2011 20:06,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484274,True,2011-07-13 20:06:00.000,-4.55493483,42.58528314,2.0,13/07/2011 20:06,14/07/2011 04:42,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484275,True,2011-07-14 04:42:00.000,-4.91582829,43.09509283,1.0,14/07/2011 04:42,14/07/2011 20:09,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484276,True,2011-07-14 20:09:00.000,-3.902188651,44.30508748,2.0,14/07/2011 20:09,15/07/2011 04:34,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484277,True,2011-07-15 04:34:00.000,-4.139123749,44.66416333,1.0,15/07/2011 04:34,15/07/2011 20:11,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484278,True,2011-07-15 20:11:00.000,-4.001451901,44.91820606,2.0,15/07/2011 20:11,16/07/2011 04:33,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484279,True,2011-07-16 04:33:00.000,-4.614421972,45.66344848,1.0,16/07/2011 04:33,16/07/2011 20:16,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484280,True,2011-07-16 20:16:00.000,-4.602806123,45.78941644,2.0,16/07/2011 20:16,17/07/2011 04:33,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484281,True,2011-07-17 04:33:00.000,-4.466908793,45.76817865,1.0,17/07/2011 04:33,17/07/2011 20:15,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484282,True,2011-07-17 20:15:00.000,-4.956355716,45.38162657,2.0,17/07/2011 20:15,18/07/2011 04:37,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484283,True,2011-07-18 04:37:00.000,-3.821614214,44.28438081,1.0,18/07/2011 04:37,18/07/2011 20:06,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484284,True,2011-07-18 20:06:00.000,-3.937199776,44.28080254,2.0,18/07/2011 20:06,19/07/2011 04:38,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484285,True,2011-07-19 04:38:00.000,-5.178465715,45.74563046,1.0,19/07/2011 04:38,19/07/2011 20:16,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484286,True,2011-07-19 20:16:00.000,-6.045156796,44.95050181,2.0,19/07/2011 20:16,20/07/2011 04:45,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484287,True,2011-07-20 04:45:00.000,-5.912641166,44.93789294,1.0,20/07/2011 04:45,20/07/2011 20:15,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484288,True,2011-07-20 20:15:00.000,-5.530545295,45.48640919,2.0,20/07/2011 20:15,21/07/2011 04:42,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484289,True,2011-07-21 04:42:00.000,-4.899212679,44.93369854,1.0,21/07/2011 04:42,21/07/2011 20:10,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484290,True,2011-07-21 20:10:00.000,-5.518257197,44.37656979,2.0,21/07/2011 20:10,22/07/2011 04:47,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484291,True,2011-07-22 04:47:00.000,-5.013099099,43.93430897,1.0,22/07/2011 04:47,22/07/2011 20:06,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484292,True,2011-07-22 20:06:00.000,-4.633366661,44.51880951,2.0,22/07/2011 20:06,23/07/2011 04:44,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484293,True,2011-07-23 04:44:00.000,-5.754373331,45.92015829,1.0,23/07/2011 04:44,23/07/2011 20:15,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484294,True,2011-07-23 20:15:00.000,-8.000800347,43.48879869,2.0,23/07/2011 20:15,24/07/2011 05:02,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484295,True,2011-07-24 05:02:00.000,-7.99805146,43.63829097,1.0,24/07/2011 05:02,24/07/2011 20:15,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484296,True,2011-07-24 20:15:00.000,-6.370766016,45.69013985,2.0,24/07/2011 20:15,25/07/2011 04:49,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484297,True,2011-07-25 04:49:00.000,-5.119251643,44.40079758,1.0,25/07/2011 04:49,25/07/2011 20:05,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484298,True,2011-07-25 20:05:00.000,-7.118166979,42.05502,2.0,25/07/2011 20:05,26/07/2011 05:05,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484299,True,2011-07-26 05:05:00.000,-6.617875641,41.54913776,1.0,26/07/2011 05:05,26/07/2011 20:01,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484300,True,2011-07-26 20:01:00.000,-4.368042267,44.58942976,2.0,26/07/2011 20:01,27/07/2011 04:47,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484301,True,2011-07-27 04:47:00.000,-5.24400369,45.79209171,1.0,27/07/2011 04:47,27/07/2011 20:08,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484302,True,2011-07-27 20:08:00.000,-5.245415112,45.96064871,2.0,27/07/2011 20:08,28/07/2011 04:47,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484303,True,2011-07-28 04:47:00.000,-4.37261616,45.10473725,1.0,28/07/2011 04:47,28/07/2011 20:01,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484304,True,2011-07-28 20:01:00.000,-5.000296138,44.51246811,2.0,28/07/2011 20:01,29/07/2011 04:52,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484305,True,2011-07-29 04:52:00.000,-5.128768119,44.85167021,1.0,29/07/2011 04:52,29/07/2011 20:02,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484306,True,2011-07-29 20:02:00.000,-5.757718942,44.24353332,2.0,29/07/2011 20:02,30/07/2011 04:57,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484307,True,2011-07-30 04:57:00.000,-5.012430877,43.45691802,1.0,30/07/2011 04:57,30/07/2011 19:56,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484308,True,2011-07-30 19:56:00.000,-5.642655902,42.79325253,2.0,30/07/2011 19:56,31/07/2011 05:02,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484309,True,2011-07-31 05:02:00.000,-6.273674525,43.83823147,1.0,31/07/2011 05:02,31/07/2011 20:01,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484310,True,2011-07-31 20:01:00.000,-6.030140664,44.3529216,2.0,31/07/2011 20:01,01/08/2011 05:00,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484311,True,2011-08-01 05:00:00.000,-5.412380197,43.72554467,1.0,01/08/2011 05:00,01/08/2011 19:56,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484312,True,2011-08-01 19:56:00.000,-5.670132894,43.57327138,2.0,01/08/2011 19:56,02/08/2011 05:02,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484313,True,2011-08-02 05:02:00.000,-5.553655134,43.61561042,1.0,02/08/2011 05:02,02/08/2011 19:55,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484314,True,2011-08-02 19:55:00.000,-5.687669825,43.63508334,2.0,02/08/2011 19:55,03/08/2011 05:03,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484315,True,2011-08-03 05:03:00.000,-6.072482559,44.37550758,1.0,03/08/2011 05:03,03/08/2011 19:58,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484316,True,2011-08-03 19:58:00.000,-4.082632339,47.15297806,2.0,03/08/2011 19:58,04/08/2011 04:47,,1.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484317,True,2011-08-04 04:47:00.000,0.531614595,40.93614177,1.0,04/08/2011 04:47,04/08/2011 19:21,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484318,True,2011-08-04 19:21:00.000,3.645311326,45.66587422,2.0,04/08/2011 19:21,05/08/2011 04:22,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484319,True,2011-08-05 04:22:00.000,4.258082136,45.0599666,1.0,05/08/2011 04:22,05/08/2011 19:16,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484320,True,2011-08-05 19:16:00.000,3.245264781,43.854776,2.0,05/08/2011 19:16,06/08/2011 04:30,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484321,True,2011-08-06 04:30:00.000,11.98243465,27.54530615,1.0,06/08/2011 04:30,06/08/2011 18:06,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484322,True,2011-08-06 18:06:00.000,14.46864446,33.32472165,2.0,06/08/2011 18:06,07/08/2011 04:10,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484323,True,2011-08-07 04:10:00.000,9.578536038,42.48161042,1.0,07/08/2011 04:10,07/08/2011 18:45,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484324,True,2011-08-07 18:45:00.000,8.063194433,40.22303465,2.0,07/08/2011 18:45,08/08/2011 04:22,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484325,True,2011-08-08 04:22:00.000,8.672297585,39.39212808,1.0,08/08/2011 04:22,08/08/2011 18:40,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484326,True,2011-08-08 18:40:00.000,10.53103208,42.78233861,2.0,08/08/2011 18:40,09/08/2011 04:07,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484327,True,2011-08-09 04:07:00.000,11.13892774,42.03880356,1.0,09/08/2011 04:07,09/08/2011 18:35,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484328,True,2011-08-09 18:35:00.000,12.371413,44.26145619,2.0,09/08/2011 18:35,10/08/2011 03:57,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484329,True,2011-08-10 03:57:00.000,17.10354796,36.03725694,1.0,10/08/2011 03:57,10/08/2011 17:57,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484330,True,2011-08-10 17:57:00.000,17.95981168,38.01411063,2.0,10/08/2011 17:57,11/08/2011 03:50,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484331,True,2011-08-11 03:50:00.000,16.31510747,41.34720807,1.0,11/08/2011 03:50,11/08/2011 18:10,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484332,True,2011-08-11 18:10:00.000,18.29532831,44.90785449,2.0,11/08/2011 18:10,12/08/2011 03:34,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484333,True,2011-08-12 03:34:00.000,23.77527147,34.9119051,1.0,12/08/2011 03:34,12/08/2011 17:26,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484334,True,2011-08-12 17:26:00.000,22.6289737,32.53018322,2.0,12/08/2011 17:26,13/08/2011 03:43,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484335,True,2011-08-13 03:43:00.000,17.60652264,43.09587738,1.0,13/08/2011 03:43,13/08/2011 18:06,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484336,True,2011-08-13 18:06:00.000,18.95937875,45.61699567,2.0,13/08/2011 18:06,14/08/2011 03:32,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484337,True,2011-08-14 03:32:00.000,20.81162534,42.78196706,1.0,14/08/2011 03:32,14/08/2011 17:51,,0.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484338,True,2011-08-14 17:51:00.000,23.16350077,46.96298588,2.0,14/08/2011 17:51,15/08/2011 03:13,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484339,True,2011-08-15 03:13:00.000,24.51458248,45.09460405,1.0,15/08/2011 03:13,15/08/2011 17:40,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484340,True,2011-08-15 17:40:00.000,21.48962613,39.78051799,2.0,15/08/2011 17:40,16/08/2011 03:37,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484341,True,2011-08-16 03:37:00.000,23.71475028,35.12207774,1.0,16/08/2011 03:37,16/08/2011 17:22,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484342,True,2011-08-16 17:22:00.000,23.31404868,34.44067278,2.0,16/08/2011 17:22,17/08/2011 03:40,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484343,True,2011-08-17 03:40:00.000,21.53752623,38.89692504,1.0,17/08/2011 03:40,17/08/2011 17:36,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484344,True,2011-08-17 17:36:00.000,23.13605447,42.52518137,2.0,17/08/2011 17:36,18/08/2011 03:27,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484345,True,2011-08-18 03:27:00.000,24.6089589,39.80299177,1.0,18/08/2011 03:27,18/08/2011 17:24,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484346,True,2011-08-18 17:24:00.000,22.70591041,35.67551488,2.0,18/08/2011 17:24,19/08/2011 03:42,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484347,True,2011-08-19 03:42:00.000,22.55253962,36.38342139,1.0,19/08/2011 03:42,19/08/2011 17:25,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484348,True,2011-08-19 17:25:00.000,23.77395689,39.62197926,2.0,19/08/2011 17:25,20/08/2011 03:32,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484349,True,2011-08-20 03:32:00.000,22.36937011,43.00084096,1.0,20/08/2011 03:32,20/08/2011 17:36,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484350,True,2011-08-20 17:36:00.000,22.33959442,43.28872225,2.0,20/08/2011 17:36,21/08/2011 03:32,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484351,True,2011-08-21 03:32:00.000,23.68448211,40.73393566,1.0,21/08/2011 03:32,21/08/2011 17:25,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484352,True,2011-08-21 17:25:00.000,22.40351893,38.02223726,2.0,21/08/2011 17:25,22/08/2011 03:42,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
2233484353,True,2011-08-22 03:42:00.000,21.62209102,40.3008888,1.0,22/08/2011 03:42,22/08/2011 17:31,,2.0,,solar-geolocator,Lanius collurio,38,38-59,Migration of red-backed shrikes from the Iberian Peninsula (data from Tøttrup et al. 2017)
