event-id,timestamp,location-long,location-lat,bas:transition-1,bas:transition-2,gls:light-level,migration-stage,tag-tech-spec,tag-local-identifier,individual-local-identifier,temperature,precipitation,wind_speed
2251682124,2011-11-21 16:01:00,32.3438685,-6.522672476,21/11/2011 16:01,22/11/2011 03:12,,0.0,,45,45,19.5,0.6,5.2
2251682125,2011-11-22 03:12:00,32.37639872,-6.393023935,22/11/2011 03:12,22/11/2011 16:01,,0.0,,45,45,19.8,0.0,2.9
2251682126,2011-11-22 16:01:00,33.53448718,-9.345862942,22/11/2011 16:01,23/11/2011 03:03,,0.0,,45,45,17.7,0.0,4.7
2251682127,2011-11-23 03:03:00,33.56866608,-9.202027571,23/11/2011 03:03,23/11/2011 16:01,,0.0,,45,45,18.3,0.0,3.2
2251682128,2011-11-23 16:01:00,32.97871801,-7.644414121,23/11/2011 16:01,24/11/2011 03:08,,0.0,,45,45,17.8,0.0,2.3
2251682129,2011-11-24 03:08:00,33.63939134,-5.901620393,24/11/2011 03:08,24/11/2011 15:56,,0.0,,45,45,18.1,0.0,4.1
2251682130,2011-11-24 15:56:00,35.05064786,-9.441850619,24/11/2011 15:56,25/11/2011 02:57,,0.0,,45,45,14.5,0.0,7.0
2251682131,2011-11-25 02:57:00,33.96327347,-12.05221217,25/11/2011 02:57,25/11/2011 16:05,,0.0,,45,45,20.7,0.0,10.2
2251682132,2011-11-25 16:05:00,32.50170494,-8.406567343,25/11/2011 16:05,26/11/2011 03:09,,0.0,,45,45,21.6,0.8,1.5
2251682133,2011-11-26 03:09:00,33.66541372,-5.436941292,26/11/2011 03:09,26/11/2011 15:56,,0.0,,45,45,16.9,0.0,3.4
2251682134,2011-11-26 15:56:00,34.45491042,-7.38646255,26/11/2011 15:56,27/11/2011 03:03,,0.0,,45,45,18.7,0.8,5.1
2251682135,2011-11-27 03:03:00,32.74578496,-11.50382691,27/11/2011 03:03,27/11/2011 16:10,,0.0,,45,45,22.4,2.2,6.2
2251682136,2011-11-27 16:10:00,31.66221536,-8.840469853,27/11/2011 16:10,28/11/2011 03:12,,0.0,,45,45,14.6,0.1,4.3
2251682137,2011-11-28 03:12:00,31.57922293,-8.996883111,28/11/2011 03:12,28/11/2011 16:11,,0.0,,45,45,17.2,0.0,7.8
2251682138,2011-11-28 16:11:00,32.62163189,-11.43619049,28/11/2011 16:11,29/11/2011 03:04,,0.0,,45,45,20.8,0.4,4.3
2251682139,2011-11-29 03:04:00,32.79003111,-10.98795156,29/11/2011 03:04,29/11/2011 16:10,,0.0,,45,45,21.6,0.0,6.5
2251682140,2011-11-29 16:10:00,33.08404347,-11.62466396,29/11/2011 16:10,30/11/2011 03:02,,0.0,,45,45,20.1,0.0,6.4
2251682141,2011-11-30 03:02:00,32.87894585,-12.04775618,30/11/2011 03:02,30/11/2011 16:12,,0.0,,45,45,20.2,0.0,6.0
2251682142,2011-11-30 16:12:00,33.29931337,-12.95715531,30/11/2011 16:12,01/12/2011 02:59,,0.0,,45,45,19.2,0.0,5.5
2251682143,2011-12-01 02:59:00,31.72094489,-16.39975301,01/12/2011 02:59,01/12/2011 16:25,,0.0,,45,45,23.0,0.0,7.7
2251682144,2011-12-01 16:25:00,31.76775305,-16.43782727,01/12/2011 16:25,02/12/2011 02:59,,0.0,,45,45,19.7,0.0,6.9
2251682145,2011-12-02 02:59:00,30.94052976,-18.12985507,02/12/2011 02:59,02/12/2011 16:32,,0.0,,45,45,19.5,0.0,9.7
2251682146,2011-12-02 16:32:00,31.61347016,-19.45381444,02/12/2011 16:32,03/12/2011 02:54,,0.0,,45,45,19.5,0.0,8.1
2251682147,2011-12-03 02:54:00,32.53705313,-17.47994231,03/12/2011 02:54,03/12/2011 16:25,,0.0,,45,45,25.1,0.0,4.6
2251682148,2011-12-03 16:25:00,30.83689785,-13.7694796,03/12/2011 16:25,04/12/2011 03:08,,0.0,,45,45,21.4,0.0,4.3
2251682149,2011-12-04 03:08:00,29.3873631,-16.83696578,04/12/2011 03:08,04/12/2011 16:37,,0.0,,45,45,22.4,0.0,17.5
2251682150,2011-12-04 16:37:00,30.18772428,-18.44074143,04/12/2011 16:37,05/12/2011 03:02,,0.0,,45,45,19.1,1.0,13.8
2251682151,2011-12-05 03:02:00,29.86406005,-19.04102051,05/12/2011 03:02,05/12/2011 16:40,,0.0,,45,45,16.8,0.0,15.5
2251682152,2011-12-05 16:40:00,30.54059986,-20.33237494,05/12/2011 16:40,06/12/2011 02:57,,0.0,,45,45,17.0,0.0,12.6
2251682153,2011-12-06 02:57:00,31.09280495,-19.17996751,06/12/2011 02:57,06/12/2011 16:36,,0.0,,45,45,15.0,0.0,3.9
2251682154,2011-12-06 16:36:00,32.39525066,-21.6728471,06/12/2011 16:36,07/12/2011 02:47,,4.0,,45,45,19.3,0.0,13.4
2251682155,2011-12-07 02:47:00,34.5730306,-17.30592,07/12/2011 02:47,07/12/2011 16:19,,4.0,,45,45,21.2,0.0,7.4
2251682156,2011-12-07 16:19:00,34.00207199,-16.08084484,07/12/2011 16:19,08/12/2011 02:52,,4.0,,45,45,22.2,0.0,9.7
2251682157,2011-12-08 02:52:00,33.43167898,-17.21395815,08/12/2011 02:52,08/12/2011 16:24,,4.0,,45,45,22.2,0.0,10.7
2251682158,2011-12-08 16:24:00,32.86171407,-15.99893639,08/12/2011 16:24,09/12/2011 02:57,,4.0,,45,45,25.8,0.0,8.2
2251682159,2011-12-09 02:57:00,32.66716547,-16.36165297,09/12/2011 02:57,09/12/2011 16:26,,4.0,,45,45,28.1,0.0,20.5
2251682160,2011-12-09 16:26:00,33.84758887,-18.7057539,09/12/2011 16:26,10/12/2011 02:48,,4.0,,45,45,22.4,0.0,7.9
2251682161,2011-12-10 02:48:00,33.52897715,-19.29225706,10/12/2011 02:48,10/12/2011 16:29,,4.0,,45,45,20.3,0.8,8.7
2251682162,2011-12-10 16:29:00,32.21105104,-16.62187805,10/12/2011 16:29,11/12/2011 02:59,,4.0,,45,45,23.5,0.0,18.1
2251682163,2011-12-11 02:59:00,32.64303738,-15.70418262,11/12/2011 02:59,11/12/2011 16:26,,4.0,,45,45,27.5,0.0,19.7
2251682164,2011-12-11 16:26:00,33.95008752,-18.30928793,11/12/2011 16:26,12/12/2011 02:49,,4.0,,45,45,21.5,0.0,8.5
2251682165,2011-12-12 02:49:00,34.50780273,-17.16577069,12/12/2011 02:49,12/12/2011 16:22,,4.0,,45,45,26.6,0.0,12.1
2251682166,2011-12-12 16:22:00,32.8165636,-13.65924566,12/12/2011 16:22,13/12/2011 03:03,,4.0,,45,45,18.7,0.0,6.4
2251682167,2011-12-13 03:03:00,32.50027069,-14.29716506,13/12/2011 03:03,13/12/2011 16:25,,4.0,,45,45,21.2,0.0,3.6
2251682168,2011-12-13 16:25:00,33.30890363,-15.93764557,13/12/2011 16:25,14/12/2011 02:57,,4.0,,45,45,25.4,4.8,5.1
2251682169,2011-12-14 02:57:00,33.36813462,-15.79337795,14/12/2011 02:57,14/12/2011 16:25,,4.0,,45,45,24.9,1.2,6.0
2251682170,2011-12-14 16:25:00,33.80250376,-16.64864779,14/12/2011 16:25,15/12/2011 02:54,,4.0,,45,45,26.5,0.4,6.9
2251682171,2011-12-15 02:54:00,34.36214787,-15.49554587,15/12/2011 02:54,15/12/2011 16:21,,4.0,,45,45,21.8,0.0,6.2
2251682172,2011-12-15 16:21:00,32.79773574,-12.22287038,15/12/2011 16:21,16/12/2011 03:07,,4.0,,45,45,21.0,0.0,5.6
2251682173,2011-12-16 03:07:00,33.48284887,-10.74446512,16/12/2011 03:07,16/12/2011 16:16,,4.0,,45,45,18.1,0.0,3.4
2251682174,2011-12-16 16:16:00,35.29279065,-14.54374086,16/12/2011 16:16,17/12/2011 02:53,,4.0,,45,45,24.8,0.0,3.9
2251682175,2011-12-17 02:53:00,34.10398318,-16.93380649,17/12/2011 02:53,17/12/2011 16:26,,4.0,,45,45,23.9,0.4,11.8
2251682176,2011-12-17 16:26:00,33.9150135,-16.54303966,17/12/2011 16:26,18/12/2011 02:55,,4.0,,45,45,24.7,3.7,9.2
2251682177,2011-12-18 02:55:00,32.7265906,-18.86162765,18/12/2011 02:55,18/12/2011 16:36,,4.0,,45,45,17.0,0.8,5.4
2251682178,2011-12-18 16:36:00,32.9128436,-19.20696486,18/12/2011 16:36,19/12/2011 02:54,,4.0,,45,45,19.6,0.0,5.4
2251682179,2011-12-19 02:54:00,32.97430794,-19.07893284,19/12/2011 02:54,19/12/2011 16:36,,4.0,,45,45,17.0,0.0,3.9
2251682180,2011-12-19 16:36:00,33.16084173,-19.42641586,19/12/2011 16:36,20/12/2011 02:53,,4.0,,45,45,17.0,0.0,3.3
2251682181,2011-12-20 02:53:00,33.22254811,-19.3018138,20/12/2011 02:53,20/12/2011 16:36,,4.0,,45,45,19.4,0.0,2.3
2251682182,2011-12-20 16:36:00,33.78416523,-20.35792051,20/12/2011 16:36,21/12/2011 02:49,,4.0,,45,45,18.7,0.0,6.9
2251682183,2011-12-21 02:49:00,34.09595876,-19.76734185,21/12/2011 02:49,21/12/2011 16:34,,4.0,,45,45,21.5,0.0,4.7
2251682184,2011-12-21 16:34:00,33.78302011,-19.17023391,21/12/2011 16:34,22/12/2011 02:52,,4.0,,45,45,19.9,0.0,3.1
2251682185,2011-12-22 02:52:00,34.0949173,-18.57119617,22/12/2011 02:52,22/12/2011 16:32,,4.0,,45,45,20.4,0.0,7.3
2251682186,2011-12-22 16:32:00,34.03196711,-18.45091679,22/12/2011 16:32,23/12/2011 02:53,,4.0,,45,45,15.0,0.0,7.4
2251682187,2011-12-23 02:53:00,33.59415741,-19.29497846,23/12/2011 02:53,23/12/2011 16:36,,4.0,,45,45,21.5,0.0,4.1
2251682188,2011-12-23 16:36:00,33.40625519,-18.94024269,23/12/2011 16:36,24/12/2011 02:55,,4.0,,45,45,21.7,0.0,1.3
2251682189,2011-12-24 02:55:00,35.34259351,-15.11878012,24/12/2011 02:55,24/12/2011 16:21,,4.0,,45,45,21.4,0.0,6.9
2251682190,2011-12-24 16:21:00,34.90471284,-14.22984731,24/12/2011 16:21,25/12/2011 02:59,,4.0,,45,45,23.5,0.0,5.6
2251682191,2011-12-25 02:59:00,33.09223783,-17.87647899,25/12/2011 02:59,25/12/2011 16:36,,4.0,,45,45,19.2,0.0,7.2
2251682192,2011-12-25 16:36:00,34.02875137,-19.6924676,25/12/2011 16:36,26/12/2011 02:52,,4.0,,45,45,24.8,0.0,1.6
2251682193,2011-12-26 02:52:00,34.09045856,-19.58893008,26/12/2011 02:52,26/12/2011 16:36,,4.0,,45,45,23.8,0.0,3.7
2251682194,2011-12-26 16:36:00,33.77719902,-19.00452961,26/12/2011 16:36,27/12/2011 02:55,,4.0,,45,45,21.6,0.0,3.3
2251682195,2011-12-27 02:55:00,34.33849481,-17.93117622,27/12/2011 02:55,27/12/2011 16:32,,4.0,,45,45,23.4,0.0,7.6
2251682196,2011-12-27 16:32:00,34.02496379,-17.33109688,27/12/2011 16:32,28/12/2011 02:58,,4.0,,45,45,23.4,0.0,13.0
2251682197,2011-12-28 02:58:00,34.21107932,-16.98025645,28/12/2011 02:58,28/12/2011 16:31,,4.0,,45,45,24.9,0.0,10.2
2251682198,2011-12-28 16:31:00,34.39703957,-17.36996817,28/12/2011 16:31,29/12/2011 02:57,,4.0,,45,45,24.6,0.0,10.2
2251682199,2011-12-29 02:57:00,34.70773717,-16.77252803,29/12/2011 02:57,29/12/2011 16:29,,4.0,,45,45,27.9,0.0,13.4
2251682200,2011-12-29 16:29:00,34.64337636,-16.6662447,29/12/2011 16:29,30/12/2011 02:58,,4.0,,45,45,28.0,0.0,13.4
2251682201,2011-12-30 02:58:00,34.45379911,-17.07105512,30/12/2011 02:58,30/12/2011 16:31,,4.0,,45,45,25.4,0.0,11.4
2251682202,2011-12-30 16:31:00,33.88913203,-15.95725829,30/12/2011 16:31,31/12/2011 03:03,,4.0,,45,45,23.1,3.3,9.2
2251682203,2011-12-31 03:03:00,33.19920966,-17.37646334,31/12/2011 03:03,31/12/2011 16:37,,4.0,,45,45,20.0,0.2,8.5
2251682204,2011-12-31 16:37:00,33.88358926,-18.76066076,31/12/2011 16:37,01/01/2012 02:58,,4.0,,45,45,22.3,0.0,5.5
2251682205,2012-01-01 02:58:00,35.94218725,-14.628813,01/01/2012 02:58,01/01/2012 16:21,,4.0,,45,45,21.7,1.2,3.8
2251682206,2012-01-01 16:21:00,35.50133564,-13.73203223,01/01/2012 16:21,02/01/2012 03:02,,4.0,,45,45,20.0,0.1,1.1
2251682207,2012-01-02 03:02:00,33.31068608,-18.25657295,02/01/2012 03:02,02/01/2012 16:39,,4.0,,45,45,20.2,0.4,4.5
2251682208,2012-01-02 16:39:00,33.8688429,-19.39420078,02/01/2012 16:39,03/01/2012 02:58,,4.0,,45,45,22.5,0.0,2.2
2251682209,2012-01-03 02:58:00,34.30163532,-18.58296144,03/01/2012 02:58,03/01/2012 16:36,,4.0,,45,45,20.2,0.0,5.1
2251682210,2012-01-03 16:36:00,34.48418741,-18.98619751,03/01/2012 16:36,04/01/2012 02:57,,4.0,,45,45,20.4,0.0,5.8
2251682211,2012-01-04 02:57:00,35.41606259,-17.15856822,04/01/2012 02:57,04/01/2012 16:29,,4.0,,45,45,22.8,0.0,4.0
2251682212,2012-01-04 16:29:00,35.34790511,-17.06166271,04/01/2012 16:29,05/01/2012 02:58,,4.0,,45,45,23.8,0.0,4.3
2251682213,2012-01-05 02:58:00,35.15431479,-17.50140379,05/01/2012 02:58,05/01/2012 16:31,,4.0,,45,45,24.4,0.0,6.4
2251682214,2012-01-05 16:31:00,35.21026881,-17.66182209,05/01/2012 16:31,06/01/2012 02:58,,4.0,,45,45,24.4,0.0,6.8
2251682215,2012-01-06 02:58:00,35.26571781,-17.59692431,06/01/2012 02:58,06/01/2012 16:31,,4.0,,45,45,24.6,0.3,10.8
2251682216,2012-01-06 16:31:00,35.07084062,-17.24592074,06/01/2012 16:31,07/01/2012 03:00,,4.0,,45,45,23.3,0.0,12.3
2251682217,2012-01-07 03:00:00,34.12565046,-19.2221769,07/01/2012 03:00,07/01/2012 16:39,,4.0,,45,45,23.1,0.0,7.3
2251682218,2012-01-07 16:39:00,34.42965791,-19.88664308,07/01/2012 16:39,08/01/2012 02:58,,4.0,,45,45,24.1,0.0,7.3
2251682219,2012-01-08 02:58:00,34.35820375,-20.08910586,08/01/2012 02:58,08/01/2012 16:40,,4.0,,45,45,24.5,0.0,7.4
2251682220,2012-01-08 16:40:00,34.53623169,-20.50495362,08/01/2012 16:40,09/01/2012 02:57,,4.0,,45,45,25.2,0.0,10.4
2251682221,2012-01-09 02:57:00,34.96358231,-19.71516662,09/01/2012 02:57,09/01/2012 16:37,,4.0,,45,45,25.6,0.0,8.3
2251682222,2012-01-09 16:37:00,35.51543246,-20.88392346,09/01/2012 16:37,10/01/2012 02:53,,4.0,,45,45,27.4,0.0,28.7
2251682223,2012-01-10 02:53:00,35.06693285,-21.8375346,10/01/2012 02:53,10/01/2012 16:41,,4.0,,45,45,24.9,0.0,6.0
2251682224,2012-01-10 16:41:00,34.49297983,-20.77541708,10/01/2012 16:41,11/01/2012 02:58,,4.0,,45,45,26.0,0.0,4.2
2251682225,2012-01-11 02:58:00,35.04304567,-19.73501118,11/01/2012 02:58,11/01/2012 16:37,,4.0,,45,45,24.8,0.0,0.8
2251682226,2012-01-11 16:37:00,35.09274055,-19.90898238,11/01/2012 16:37,12/01/2012 02:58,,4.0,,45,45,24.0,0.0,0.8
2251682227,2012-01-12 02:58:00,35.39167937,-19.36725092,12/01/2012 02:58,12/01/2012 16:35,,4.0,,45,45,25.3,0.0,7.0
2251682228,2012-01-12 16:35:00,35.44015289,-19.54277878,12/01/2012 16:35,13/01/2012 02:58,,4.0,,45,45,25.5,0.0,7.0
2251682229,2012-01-13 02:58:00,35.48791294,-19.52075554,13/01/2012 02:58,13/01/2012 16:35,,4.0,,45,45,25.9,0.0,6.8
2251682230,2012-01-13 16:35:00,34.66034562,-17.84486593,13/01/2012 16:35,14/01/2012 03:05,,4.0,,45,45,23.8,0.0,5.4
2251682231,2012-01-14 03:05:00,35.33165427,-16.45575934,14/01/2012 03:05,14/01/2012 16:30,,4.0,,45,45,24.8,0.2,4.0
2251682232,2012-01-14 16:30:00,35.12760586,-16.07547218,14/01/2012 16:30,15/01/2012 03:07,,4.0,,45,45,20.6,0.0,3.3
2251682233,2012-01-15 03:07:00,34.29795948,-17.97897214,15/01/2012 03:07,15/01/2012 16:37,,4.0,,45,45,22.7,0.0,6.5
2251682234,2012-01-15 16:37:00,34.71740226,-18.96902496,15/01/2012 16:37,16/01/2012 03:04,,4.0,,45,45,23.0,0.0,5.4
2251682235,2012-01-16 03:04:00,34.3862475,-19.76649102,16/01/2012 03:04,16/01/2012 16:40,,4.0,,45,45,22.6,0.4,7.8
2251682236,2012-01-16 16:40:00,34.67933307,-20.4812085,16/01/2012 16:40,17/01/2012 03:02,,4.0,,45,45,25.3,0.0,6.4
2251682237,2012-01-17 03:02:00,34.72167184,-20.4867082,17/01/2012 03:02,17/01/2012 16:40,,4.0,,45,45,26.1,0.2,14.1
2251682238,2012-01-17 16:40:00,34.63841708,-20.40593588,17/01/2012 16:40,18/01/2012 03:03,,4.0,,45,45,26.6,0.2,14.1
2251682239,2012-01-18 03:03:00,35.80405494,-17.94522652,18/01/2012 03:03,18/01/2012 16:31,,4.0,,45,45,24.2,0.0,3.6
2251682240,2012-01-18 16:31:00,35.0944704,-16.42083909,18/01/2012 16:31,19/01/2012 03:09,,4.0,,45,45,24.7,0.0,4.3
2251682241,2012-01-19 03:09:00,36.38361627,-13.46025601,19/01/2012 03:09,19/01/2012 16:21,,4.0,,45,45,20.2,0.3,5.1
2251682242,2012-01-19 16:21:00,36.54733671,-13.93205511,19/01/2012 16:21,20/01/2012 03:08,,4.0,,45,45,20.7,0.0,4.9
2251682243,2012-01-20 03:08:00,35.46047859,-16.59962177,20/01/2012 03:08,20/01/2012 16:30,,4.0,,45,45,23.0,0.0,8.3
2251682244,2012-01-20 16:30:00,34.24795105,-13.78843381,20/01/2012 16:30,21/01/2012 03:18,,4.0,,45,45,21.4,0.0,11.5
2251682245,2012-01-21 03:18:00,34.15933149,-14.08803905,21/01/2012 03:18,21/01/2012 16:31,,4.0,,45,45,18.8,0.6,13.3
2251682246,2012-01-21 16:31:00,33.94503167,-13.64441399,21/01/2012 16:31,22/01/2012 03:20,,4.0,,45,45,18.6,0.3,17.6
2251682247,2012-01-22 03:20:00,33.97981479,-13.64245444,22/01/2012 03:20,22/01/2012 16:31,,4.0,,45,45,18.5,0.2,15.8
2251682248,2012-01-22 16:31:00,34.88871973,-15.97032185,22/01/2012 16:31,23/01/2012 03:13,,4.0,,45,45,22.6,1.9,9.2
2251682249,2012-01-23 03:13:00,34.54697414,-16.89929668,23/01/2012 03:13,23/01/2012 16:34,,4.0,,45,45,23.8,0.0,8.4
2251682250,2012-01-23 16:34:00,34.5794421,-17.08327165,23/01/2012 16:34,24/01/2012 03:13,,4.0,,45,45,23.9,0.0,8.4
2251682251,2012-01-24 03:13:00,34.48602849,-17.41852847,24/01/2012 03:13,24/01/2012 16:35,,4.0,,45,45,23.7,0.0,9.8
2251682252,2012-01-24 16:35:00,34.51686873,-17.60515244,24/01/2012 16:35,25/01/2012 03:13,,4.0,,45,45,23.5,0.0,9.8
2251682253,2012-01-25 03:13:00,34.92173342,-16.72190566,25/01/2012 03:13,25/01/2012 16:32,,4.0,,45,45,24.9,0.0,8.7
2251682254,2012-01-25 16:32:00,34.82594673,-16.59433008,25/01/2012 16:32,26/01/2012 03:14,,4.0,,45,45,24.4,0.0,10.4
2251682255,2012-01-26 03:14:00,34.97920029,-16.32062759,26/01/2012 03:14,26/01/2012 16:31,,4.0,,45,45,23.6,2.6,5.1
2251682256,2012-01-26 16:31:00,34.88174803,-16.18561763,26/01/2012 16:31,27/01/2012 03:15,,4.0,,45,45,23.6,2.6,5.1
2251682257,2012-01-27 03:15:00,33.78351135,-19.06358976,27/01/2012 03:15,27/01/2012 16:40,,4.0,,45,45,22.1,0.0,11.9
2251682258,2012-01-27 16:40:00,34.18430974,-20.17851103,27/01/2012 16:40,28/01/2012 03:12,,4.0,,45,45,22.9,0.0,11.5
2251682259,2012-01-28 03:12:00,34.9591169,-18.39212406,28/01/2012 03:12,28/01/2012 16:34,,4.0,,45,45,21.8,0.0,1.8
2251682260,2012-01-28 16:34:00,33.98341098,-16.0000314,28/01/2012 16:34,29/01/2012 03:20,,4.0,,45,45,22.4,0.2,4.3
2251682261,2012-01-29 03:20:00,34.25659925,-15.392697,29/01/2012 03:20,29/01/2012 16:32,,4.0,,45,45,20.2,0.0,3.1
2251682262,2012-01-29 16:32:00,34.6540103,-16.575163,29/01/2012 16:32,30/01/2012 03:17,,4.0,,45,45,21.4,0.0,6.3
2251682263,2012-01-30 03:17:00,34.05060031,-18.29701009,30/01/2012 03:17,30/01/2012 16:37,,4.0,,45,45,19.7,0.0,4.1
2251682264,2012-01-30 16:37:00,33.696395,-17.50205434,30/01/2012 16:37,31/01/2012 03:20,,4.0,,45,45,19.7,0.0,4.7
2251682265,2012-01-31 03:20:00,34.96606628,-14.15349705,31/01/2012 03:20,31/01/2012 16:27,,4.0,,45,45,23.7,0.0,9.7
2251682266,2012-01-31 16:27:00,35.73502873,-16.41732787,31/01/2012 16:27,01/02/2012 03:14,,4.0,,45,45,19.0,0.0,5.2
2251682267,2012-02-01 03:14:00,34.62823793,-19.54598134,01/02/2012 03:14,01/02/2012 16:36,,4.0,,45,45,22.5,0.0,2.4
2251682268,2012-02-01 16:36:00,34.7705575,-20.0793166,01/02/2012 16:36,02/02/2012 03:13,,4.0,,45,45,24.7,0.0,2.1
2251682269,2012-02-02 03:13:00,35.41187949,-18.51508311,02/02/2012 03:13,02/02/2012 16:31,,4.0,,45,45,22.8,0.0,8.4
2251682270,2012-02-02 16:31:00,34.80254797,-16.97427914,02/02/2012 16:31,03/02/2012 03:18,,4.0,,45,45,25.2,0.0,7.4
2251682271,2012-02-03 03:18:00,34.81721542,-17.08065231,03/02/2012 03:18,03/02/2012 16:31,,4.0,,45,45,25.3,0.0,13.6
2251682272,2012-02-03 16:31:00,35.20608626,-18.33410734,03/02/2012 16:31,04/02/2012 03:15,,4.0,,45,45,23.7,0.0,6.6
2251682273,2012-02-04 03:15:00,35.09405052,-18.81230025,04/02/2012 03:15,04/02/2012 16:32,,4.0,,45,45,22.6,0.0,5.2
2251682274,2012-02-04 16:32:00,34.85625801,-18.30170233,04/02/2012 16:32,05/02/2012 03:17,,4.0,,45,45,24.9,0.0,4.4
2251682275,2012-02-05 03:17:00,34.99249866,-18.07368995,05/02/2012 03:17,05/02/2012 16:31,,4.0,,45,45,25.8,0.0,6.4
2251682276,2012-02-05 16:31:00,34.62800426,-17.16634425,05/02/2012 16:31,06/02/2012 03:20,,4.0,,45,45,25.0,0.0,7.4
2251682277,2012-02-06 03:20:00,34.5125595,-17.67471874,06/02/2012 03:20,06/02/2012 16:32,,4.0,,45,45,23.7,0.6,7.3
2251682278,2012-02-06 16:32:00,34.64633982,-18.24399391,06/02/2012 16:32,07/02/2012 03:19,,4.0,,45,45,24.5,0.3,5.5
2251682279,2012-02-07 03:19:00,34.77919199,-18.01999975,07/02/2012 03:19,07/02/2012 16:31,,4.0,,45,45,24.6,0.0,5.1
2251682280,2012-02-07 16:31:00,33.66133187,-14.7036177,07/02/2012 16:31,08/02/2012 03:28,,4.0,,45,45,17.5,0.0,5.9
2251682281,2012-02-08 03:28:00,33.66750999,-14.83745965,08/02/2012 03:28,08/02/2012 16:31,,4.0,,45,45,17.2,0.0,8.4
2251682282,2012-02-08 16:31:00,34.29790976,-17.01976548,08/02/2012 16:31,09/02/2012 03:23,,4.0,,45,45,24.3,0.0,11.5
2251682283,2012-02-09 03:23:00,34.17742316,-17.58101582,09/02/2012 03:23,09/02/2012 16:32,,4.0,,45,45,22.1,0.5,9.0
2251682284,2012-02-09 16:32:00,34.05618583,-17.37682732,09/02/2012 16:32,10/02/2012 03:24,,4.0,,45,45,22.4,0.4,9.0
2251682285,2012-02-10 03:24:00,34.68403578,-15.49387274,10/02/2012 03:24,10/02/2012 16:27,,4.0,,45,45,21.6,0.0,5.2
2251682286,2012-02-10 16:27:00,34.68614987,-15.67358107,10/02/2012 16:27,11/02/2012 03:24,,4.0,,45,45,22.0,0.0,5.5
2251682287,2012-02-11 03:24:00,34.68737642,-15.84660606,11/02/2012 03:24,11/02/2012 16:27,,4.0,,45,45,22.9,0.0,7.3
2251682288,2012-02-11 16:27:00,34.56286217,-15.59885297,11/02/2012 16:27,12/02/2012 03:25,,4.0,,45,45,21.0,0.0,6.7
2251682289,2012-02-12 03:25:00,34.68747153,-15.34481317,12/02/2012 03:25,12/02/2012 16:26,,4.0,,45,45,19.0,0.0,8.0
2251682290,2012-02-12 16:26:00,34.06134052,-13.27447652,12/02/2012 16:26,13/02/2012 03:30,,4.0,,45,45,20.0,0.0,5.4
2251682291,2012-02-13 03:30:00,34.18435396,-12.98411071,13/02/2012 03:30,13/02/2012 16:25,,4.0,,45,45,23.2,0.0,5.4
2251682292,2012-02-13 16:25:00,34.43164065,-14.07009335,13/02/2012 16:25,14/02/2012 03:28,,4.0,,45,45,20.2,0.0,3.8
2251682293,2012-02-14 03:28:00,34.17807062,-15.19175723,14/02/2012 03:28,14/02/2012 16:27,,4.0,,45,45,19.8,0.0,2.2
2251682294,2012-02-14 16:27:00,34.67380238,-17.20799724,14/02/2012 16:27,15/02/2012 03:24,,4.0,,45,45,23.6,0.0,10.6
2251682295,2012-02-15 03:24:00,34.91869085,-16.51987938,15/02/2012 03:24,15/02/2012 16:25,,4.0,,45,45,25.5,0.0,4.9
2251682296,2012-02-15 16:25:00,34.78786587,-16.23932444,15/02/2012 16:25,16/02/2012 03:25,,4.0,,45,45,24.7,0.0,4.9
2251682297,2012-02-16 03:25:00,35.15623484,-15.03017982,16/02/2012 03:25,16/02/2012 16:22,,4.0,,45,45,22.3,0.0,2.1
2251682298,2012-02-16 16:22:00,34.77387933,-13.71038311,16/02/2012 16:22,17/02/2012 03:28,,4.0,,45,45,24.3,1.4,7.1
2251682299,2012-02-17 03:28:00,36.01579469,-8.674057593,17/02/2012 03:28,17/02/2012 16:12,,4.0,,45,45,25.4,0.0,3.8
2251682300,2012-02-17 16:12:00,35.88195567,-8.217428617,17/02/2012 16:12,18/02/2012 03:29,,4.0,,45,45,16.5,0.0,6.9
2251682301,2012-02-18 03:29:00,34.12224322,-15.88709749,18/02/2012 03:29,18/02/2012 16:26,,4.0,,45,45,22.5,0.0,3.5
2251682302,2012-02-18 16:26:00,34.73698574,-18.59515801,18/02/2012 16:26,19/02/2012 03:24,,4.0,,45,45,25.0,0.0,3.7
2251682303,2012-02-19 03:24:00,35.22594573,-16.86844965,19/02/2012 03:24,19/02/2012 16:22,,4.0,,45,45,23.1,0.0,5.4
2251682304,2012-02-19 16:22:00,32.9640662,-6.988152148,19/02/2012 16:22,20/02/2012 03:42,,4.0,,45,45,18.8,1.4,2.8
2251682305,2012-02-20 03:42:00,32.95158045,-7.169583126,20/02/2012 03:42,20/02/2012 16:22,,4.0,,45,45,18.4,0.0,5.3
2251682306,2012-02-20 16:22:00,34.18853239,-13.15491774,20/02/2012 16:22,21/02/2012 03:32,,4.0,,45,45,21.2,0.4,9.0
2251682307,2012-02-21 03:32:00,34.42468104,-12.26715097,21/02/2012 03:32,21/02/2012 16:20,,4.0,,45,45,20.7,0.4,5.8
2251682308,2012-02-21 16:20:00,34.66019672,-13.58514514,21/02/2012 16:20,22/02/2012 03:30,,4.0,,45,45,21.6,0.3,15.0
